trip_id;stop;stop_by_name
OCESN007841F0400412894;[87286005, 87111849, 87762906, 87318964, 87319012, 87751008];['Lille Flandres', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Saint-Exupery-Tgv', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN007842F0900912897;[87751008, 87319012, 87318964, 87762906, 87111849, 87271494, 87286005];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Saint-Exupery-Tgv', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Flandres']
OCESN007845F0400412902;[87286005, 87313882, 87271494, 87111849, 87762906, 87318964, 87319012, 87751008];['Lille Flandres', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Saint-Exupery-Tgv', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN007851F1001012907;[87686006, 87762906, 87319012, 87755009, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Aix-en-Provence-TGV', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN007853F1201212914;[87686006, 87762906, 87319012, 87751008];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN007853F1301312912;[87686006, 87762906, 87319012, 87755009, 87755447, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Aix-en-Provence-TGV', 'Toulon', 'Les Arcs-Draguignan', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN007856F1301312915;[87756056, 87757674, 87757625, 87757526, 87755009, 87319012, 87762906, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Aix-en-Provence-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007858F0700712920;[87756056, 87757674, 87757625, 87755447, 87755009, 87319012, 87762906, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'Les Arcs-Draguignan', 'Toulon', 'Aix-en-Provence-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007858F1401412919;[87755009, 87319012, 87762906, 87686006];['Toulon', 'Aix-en-Provence-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007860F0400412926;[87688887, 87703975, 87762906, 87111849, 87271494, 87313882, 87286005];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Lyon-Saint-Exupery-Tgv', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Lille Flandres']
OCESN007867F0900912935;[87286542, 87271494, 87111849, 87723197, 87763029, 87703975, 87688887];['Tourcoing', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN007872F0600612945;[87773002, 87775007, 87762906, 87686006];['Montpellier-Saint-Roch', 'NÃ®mes', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007875F0500512949;[87686006, 87762906, 87775007, 87773002];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN008000F0400412965;[87471003, 87478404, 87391003];['Rennes', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008001F0300312968;[87391003, 87478404, 87471508, 87471003];['Paris-Montparnasse 1-2', 'Laval', 'VitrÃ©', 'Rennes']
OCESN008004F08008~TGA55129;[87471003, 87478404, 87396002, 87391003];['Rennes', 'Laval', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008007F0100112991;[87391003, 87471003];['Paris-Montparnasse 1-2', 'Rennes']
OCESN008022F0700713022;[87471003, 87471508, 87478404, 87391003];['Rennes', 'VitrÃ©', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008037F0600613034;[87391003, 87396002, 87478404, 87471003];['Paris-Montparnasse 1-2', 'Le Mans', 'Laval', 'Rennes']
OCESN008041F0400413040;[87391003, 87396002, 87478404, 87471508, 87471003];['Paris-Montparnasse 1-2', 'Le Mans', 'Laval', 'VitrÃ©', 'Rennes']
OCESN008072F0400413081;[87471003, 87471508, 87478404, 87396002, 87391003];['Rennes', 'VitrÃ©', 'Laval', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008080F1501513098;[87478107, 87478073, 87471003, 87478404, 87396002, 87391003];['St-Malo', 'Dol', 'Rennes', 'Laval', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008080F2102113097;[87478107, 87478073, 87471003, 87396002, 87391003];['St-Malo', 'Dol', 'Rennes', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008081F09009~TGA55178;[87391003, 87478404, 87471508, 87471003, 87478073, 87478107];['Paris-Montparnasse 1-2', 'Laval', 'VitrÃ©', 'Rennes', 'Dol', 'St-Malo']
OCESN008083F0500513108;[87391003, 87471003, 87478073, 87478107];['Paris-Montparnasse 1-2', 'Rennes', 'Dol', 'St-Malo']
OCESN008084F0800813113;[87478107, 87471003, 87478404, 87396002, 87391003];['St-Malo', 'Rennes', 'Laval', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008085F0700713120;[87391003, 87471003, 87478107];['Paris-Montparnasse 1-2', 'Rennes', 'St-Malo']
OCESN008088F1101113137;[87478107, 87478073, 87471003, 87391003];['St-Malo', 'Dol', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008091F10010~TGA55203;[87391003, 87396002, 87478404, 87471003, 87478107];['Paris-Montparnasse 1-2', 'Le Mans', 'Laval', 'Rennes', 'St-Malo']
OCESN008092F0700713156;[87478107, 87478073, 87471003, 87471508, 87478404, 87391003];['St-Malo', 'Dol', 'Rennes', 'VitrÃ©', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008097F0600613182;[87391003, 87396002, 87478404, 87471003, 87478073, 87478107];['Paris-Montparnasse 1-2', 'Le Mans', 'Laval', 'Rennes', 'Dol', 'St-Malo']
OCESN008105F1001013185;[87391003, 87484006, 87481002];['Paris-Montparnasse 1-2', 'Angers-St-Laud', 'Nantes']
OCESN008112F0500513190;[87481002, 87484006, 87396002, 87391003];['Nantes', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008126F0600613212;[87481002, 87484006, 87396408, 87391003];['Nantes', 'Angers-St-Laud', 'SablÃ©-sur-Sarthe', 'Paris-Montparnasse 1-2']
OCESN008151F0700713243;[87391003, 87471003, 87473009];['Paris-Montparnasse 1-2', 'Rennes', 'St-Brieuc']
OCESN008154F0800813249;[87473009, 87471003, 87391003];['St-Brieuc', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008161F0900913259;[87391003, 87471003, 87473009, 87473207, 87474338, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'St-Brieuc', 'Guingamp', 'Morlaix', 'Brest']
OCESN008172F0400413264;[87476606, 87471003, 87391003];['Vannes', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008175F0400413266;[87391003, 87471003, 87476606];['Paris-Montparnasse 1-2', 'Rennes', 'Vannes']
OCESN008179F0300313271;[87391003, 87471300, 87476606, 87476200, 87476002];['Paris-Montparnasse 1-2', 'Redon', 'Vannes', 'Auray', 'Lorient']
OCESN008190F07007~TGF55227;[87474098, 87476002, 87476200, 87476606, 87471300, 87471003, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Redon', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008195F0400413278;[87391003, 87471003, 87476606, 87476200, 87476002, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Vannes', 'Auray', 'Lorient', 'Quimper']
OCESN008202F12012-1261354330;[87611004, 87611244, 87586008, 87391003];['Toulouse-Matabiau', 'Montauban-Ville-Bourbon', 'Agen', 'Paris-Montparnasse 1-2']
OCESN008231F0800813295;[87391003, 87581009, 87673202, 87673004, 87673400, 87677120, 87677005];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Dax', 'Bayonne', 'Biarritz', 'St-Jean-de-Luz-Ciboure', 'Hendaye']
OCESN008240F06006-1263154334;[87677005, 87677120, 87673400, 87673004, 87673202, 87581009, 87391003];['Hendaye', 'St-Jean-de-Luz-Ciboure', 'Biarritz', 'Bayonne', 'Dax', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008240F09009-1264354336;[87677005, 87677120, 87673400, 87673004, 87673202, 87391003];['Hendaye', 'St-Jean-de-Luz-Ciboure', 'Biarritz', 'Bayonne', 'Dax', 'Paris-Montparnasse 1-2']
OCESN008283F0400413344;[87391003, 87571240, 87575001];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers']
OCESN008291F0400413348;[87391003, 87575142, 87575001];['Paris-Montparnasse 1-2', 'Chatellerault', 'Poitiers']
OCESN008295F0600613352;[87391003, 87571216, 87571240, 87575142, 87575001];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Chatellerault', 'Poitiers']
OCESN008300F0400413359;[87571000, 87571240, 87571216, 87391003];['Tours', 'St-Pierre-des-Corps', 'VendÃ´me-Villiers-s-Loir', 'Paris-Montparnasse 1-2']
OCESN008301F0500513361;[87391003, 87571216, 87571240, 87571000];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Tours']
OCESN008308F0400413372;[87571000, 87571240, 87391003];['Tours', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008321F0700713420;[87391003, 87571240, 87571000];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Tours']
OCESN008330F0500513432;[87575001, 87575142, 87571240, 87571216, 87391003];['Poitiers', 'Chatellerault', 'St-Pierre-des-Corps', 'VendÃ´me-Villiers-s-Loir', 'Paris-Montparnasse 1-2']
OCESN008331F0700713436;[87391003, 87571216, 87571240, 87575142, 87324095, 87575001];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Chatellerault', 'Futuroscope', 'Poitiers']
OCESN008340F0500513446;[87575001, 87324095, 87575142, 87571240, 87571216, 87391003];['Poitiers', 'Futuroscope', 'Chatellerault', 'St-Pierre-des-Corps', 'VendÃ´me-Villiers-s-Loir', 'Paris-Montparnasse 1-2']
OCESN008344F0300313453;[87575001, 87575142, 87391003];['Poitiers', 'Chatellerault', 'Paris-Montparnasse 1-2']
OCESN008346F0400413462;[87575001, 87324095, 87575142, 87571240, 87391003];['Poitiers', 'Futuroscope', 'Chatellerault', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008350F0300313467;[87575001, 87571240, 87391003];['Poitiers', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008352F0300313468;[87575001, 87571240, 87571216, 87391003];['Poitiers', 'St-Pierre-des-Corps', 'VendÃ´me-Villiers-s-Loir', 'Paris-Montparnasse 1-2']
OCESN008355F0300313472;[87391003, 87571216, 87571240, 87575001];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Poitiers']
OCESN008360F0300313475;[87485003, 87485300, 87391003];['La Rochelle-Ville', 'Niort', 'Paris-Montparnasse 1-2']
OCESN008361F0100113478;[87391003, 87485490, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'St-Maixent (Deux-SÃ¨vr.)', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008362F0100113485;[87485003, 87485227, 87485300, 87571240, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008362F1101113481;[87485003, 87485227, 87485300, 87571000, 87571240, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'Tours', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008363F01001~TGF55236;[87391003, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008364F04004~TGF55237;[87485003, 87485227, 87485300, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'Paris-Montparnasse 1-2']
OCESN008365F0300313496;[87391003, 87485490, 87485300, 87485003];['Paris-Montparnasse 1-2', 'St-Maixent (Deux-SÃ¨vr.)', 'Niort', 'La Rochelle-Ville']
OCESN008367F0500513511;[87391003, 87571216, 87571240, 87485300, 87485003];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Niort', 'La Rochelle-Ville']
OCESN008367F0600613504;[87391003, 87571216, 87571240, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008367F0700713501;[87391003, 87485300, 87485003];['Paris-Montparnasse 1-2', 'Niort', 'La Rochelle-Ville']
OCESN008370F1201213526;[87485003, 87485227, 87485300, 87485490, 87575001, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'St-Maixent (Deux-SÃ¨vr.)', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN008371F0500513530;[87391003, 87575001, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'Poitiers', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008375F1201213536;[87391003, 87571240, 87575001, 87485490, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'St-Maixent (Deux-SÃ¨vr.)', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008377F0300313539;[87391003, 87571240, 87575001, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008378F0300313551;[87485003, 87485227, 87485300, 87485490, 87571240, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'St-Maixent (Deux-SÃ¨vr.)', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008379F0100113558;[87391003, 87571240, 87575001, 87485300, 87485003];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'Niort', 'La Rochelle-Ville']
OCESN008380F0300313560;[87485003, 87485300, 87485490, 87575001, 87391003];['La Rochelle-Ville', 'Niort', 'St-Maixent (Deux-SÃ¨vr.)', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN008384F1201213569;[87485003, 87485227, 87485300, 87575001, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN008386F1101113580;[87485003, 87485300, 87575001, 87391003];['La Rochelle-Ville', 'Niort', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN008389F0600613591;[87391003, 87575001, 87485300, 87485003];['Paris-Montparnasse 1-2', 'Poitiers', 'Niort', 'La Rochelle-Ville']
OCESN008390F1801813601;[87485003, 87485227, 87485300, 87575001, 87571240, 87391003];['La Rochelle-Ville', 'SurgÃ¨res', 'Niort', 'Poitiers', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008391F1001013602;[87391003, 87575001, 87485490, 87485300, 87485227, 87485003];['Paris-Montparnasse 1-2', 'Poitiers', 'St-Maixent (Deux-SÃ¨vr.)', 'Niort', 'SurgÃ¨res', 'La Rochelle-Ville']
OCESN008395F0500513627;[87391003, 87575001];['Paris-Montparnasse 1-2', 'Poitiers']
OCESN008397F0500513633;[87391003, 87575001, 87485490, 87485300, 87485003];['Paris-Montparnasse 1-2', 'Poitiers', 'St-Maixent (Deux-SÃ¨vr.)', 'Niort', 'La Rochelle-Ville']
OCESN008406F03003-1265854339;[87581009, 87393702, 87391003];['Bordeaux-St-Jean', 'Massy-TGV', 'Paris-Montparnasse 1-2']
OCESN008419F0500513659;[87391003, 87571216, 87581009];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'Bordeaux-St-Jean']
OCESN008421F03003-1265954340;[87391003, 87393702, 87581009];['Paris-Montparnasse 1-2', 'Massy-TGV', 'Bordeaux-St-Jean']
OCESN008431F0500513673;[87391003, 87571240, 87575001, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'Bordeaux-St-Jean']
OCESN008432F0400413675;[87581009, 87583005, 87575001, 87571240, 87391003];['Bordeaux-St-Jean', 'AngoulÃªme', 'Poitiers', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008433F09009-1266854343;[87391003, 87575001, 87583005, 87581009];['Paris-Montparnasse 1-2', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN008433F16016~TGF55271;[87391003, 87571240, 87575001, 87583005, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN008453F0300313689;[87391003, 87571240, 87583005, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN008457F0600613701;[87391003, 87571216, 87571240, 87575142, 87575001, 87583005, 87581009];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Chatellerault', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN008457F1001013702;[87391003, 87571216, 87571240, 87575142, 87575001, 87581009];['Paris-Montparnasse 1-2', 'VendÃ´me-Villiers-s-Loir', 'St-Pierre-des-Corps', 'Chatellerault', 'Poitiers', 'Bordeaux-St-Jean']
OCESN008472F1101113714;[87582668, 87582478, 87581009, 87391003];['Arcachon', 'Biganos-Facture', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008473F1301313717;[87391003, 87581009, 87582478, 87582668];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Biganos-Facture', 'Arcachon']
OCESN008476F0300313720;[87582668, 87582643, 87582478, 87581009, 87583005, 87571240, 87391003];['Arcachon', 'La Teste', 'Biganos-Facture', 'Bordeaux-St-Jean', 'AngoulÃªme', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008477F0400413721;[87391003, 87583005, 87581009, 87582478, 87582668];['Paris-Montparnasse 1-2', 'AngoulÃªme', 'Bordeaux-St-Jean', 'Biganos-Facture', 'Arcachon']
OCESN008479F0100113728;[87391003, 87581009, 87582478, 87582643, 87582668];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Biganos-Facture', 'La Teste', 'Arcachon']
OCESN008480F1301313730;[87581009, 87584052, 87583005, 87575001, 87391003];['Bordeaux-St-Jean', 'Libourne', 'AngoulÃªme', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN008481F1201213740;[87391003, 87575001, 87583005, 87584052, 87581009];['Paris-Montparnasse 1-2', 'Poitiers', 'AngoulÃªme', 'Libourne', 'Bordeaux-St-Jean']
OCESN008485F05005~TGA55289;[87391003, 87571240, 87575001, 87583005, 87584052, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Libourne', 'Bordeaux-St-Jean']
OCESN008489F0400413776;[87391003, 87575142, 87575001, 87583005, 87584052, 87581009];['Paris-Montparnasse 1-2', 'Chatellerault', 'Poitiers', 'AngoulÃªme', 'Libourne', 'Bordeaux-St-Jean']
OCESN008492F1601613797;[87581009, 87584052, 87583005, 87575001, 87571240, 87391003];['Bordeaux-St-Jean', 'Libourne', 'AngoulÃªme', 'Poitiers', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN008495F0500513828;[87391003, 87571240, 87583005, 87584052, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'AngoulÃªme', 'Libourne', 'Bordeaux-St-Jean']
OCESN008495F1001013824;[87391003, 87571240, 87581009];['Paris-Montparnasse 1-2', 'St-Pierre-des-Corps', 'Bordeaux-St-Jean']
OCESN008501F21021-1267554345;[87391003, 87393702, 87581009, 87586008, 87611004];['Paris-Montparnasse 1-2', 'Massy-TGV', 'Bordeaux-St-Jean', 'Agen', 'Toulouse-Matabiau']
OCESN008508F1601613853;[87611004, 87581009, 87391003];['Toulouse-Matabiau', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008509F0200213859;[87391003, 87581009, 87586008, 87611004];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Agen', 'Toulouse-Matabiau']
OCESN008511F0900913866;[87391003, 87611004];['Paris-Montparnasse 1-2', 'Toulouse-Matabiau']
OCESN008511F1101113865;[87391003, 87581009, 87611004];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Toulouse-Matabiau']
OCESN008514F0900913876;[87611004, 87586008, 87581009, 87391003];['Toulouse-Matabiau', 'Agen', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008515F1601613886;[87391003, 87581009, 87586008];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Agen']
OCESN008561F0700713994;[87671008, 87671339, 87672006, 87672253, 87673202, 87581009, 87391003];['Tarbes', 'Lourdes', 'Pau', 'Orthez', 'Dax', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008571F21021-1275954380;[87391003, 87393702, 87581009, 87673202, 87672006, 87671339, 87671008];['Paris-Montparnasse 1-2', 'Massy-TGV', 'Bordeaux-St-Jean', 'Dax', 'Pau', 'Lourdes', 'Tarbes']
OCESN008572F0300314006;[87391003, 87581009, 87673202, 87672253, 87672006, 87671339, 87671008];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Dax', 'Orthez', 'Pau', 'Lourdes', 'Tarbes']
OCESN008574F0900914009;[87391003, 87581009, 87673202, 87672006, 87671339, 87671008];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Dax', 'Pau', 'Lourdes', 'Tarbes']
OCESN008581F1001014013;[87671008, 87671339, 87672006, 87673202, 87581009, 87391003];['Tarbes', 'Lourdes', 'Pau', 'Dax', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN008585F2602614027;[87671008, 87671339, 87672006, 87672253, 87673202, 87581009, 87393702, 87391003];['Tarbes', 'Lourdes', 'Pau', 'Orthez', 'Dax', 'Bordeaux-St-Jean', 'Massy-TGV', 'Paris-Montparnasse 1-2']
OCESN008601F0700714046;[87391003, 87471003, 87473009, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'St-Brieuc', 'Brest']
OCESN008602F1101114057;[87474007, 87474338, 87473207, 87473009, 87471003, 87391003];['Brest', 'Morlaix', 'Guingamp', 'St-Brieuc', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008603F0900914061;[87391003, 87396002, 87471003, 87473108, 87473009, 87473207, 87474338, 87474007];['Paris-Montparnasse 1-2', 'Le Mans', 'Rennes', 'Lamballe', 'St-Brieuc', 'Guingamp', 'Morlaix', 'Brest']
OCESN008604F0700714073;[87474007, 87473009, 87471003, 87391003];['Brest', 'St-Brieuc', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008606F0700714087;[87474007, 87474338, 87473207, 87473009, 87471003, 87478404, 87391003];['Brest', 'Morlaix', 'Guingamp', 'St-Brieuc', 'Rennes', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008610F1201214112;[87474007, 87474239, 87474338, 87473181, 87473207, 87473009, 87473108, 87471003, 87391003];['Brest', 'Landerneau', 'Morlaix', 'Plouaret-TrÃ©gor', 'Guingamp', 'St-Brieuc', 'Lamballe', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008615F1401414121;[87391003, 87471003, 87473108, 87473009, 87473207, 87473181, 87474338, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'Lamballe', 'St-Brieuc', 'Guingamp', 'Plouaret-TrÃ©gor', 'Morlaix', 'Brest']
OCESN008615F1801814115;[87391003, 87471003, 87473108, 87473009, 87473207, 87474338, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'Lamballe', 'St-Brieuc', 'Guingamp', 'Morlaix', 'Brest']
OCESN008617F1001014132;[87391003, 87471003, 87473009, 87473207, 87473181, 87474338, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'St-Brieuc', 'Guingamp', 'Plouaret-TrÃ©gor', 'Morlaix', 'Brest']
OCESN008617F1401414140;[87391003, 87471003, 87473009, 87473207, 87474338];['Paris-Montparnasse 1-2', 'Rennes', 'St-Brieuc', 'Guingamp', 'Morlaix']
OCESN008628F2502514180;[87474007, 87474338, 87473181, 87473207, 87471003, 87391003];['Brest', 'Morlaix', 'Plouaret-TrÃ©gor', 'Guingamp', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008630F1401414197;[87474007, 87474338, 87473181, 87473207, 87473009, 87473108, 87471003, 87391003];['Brest', 'Morlaix', 'Plouaret-TrÃ©gor', 'Guingamp', 'St-Brieuc', 'Lamballe', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008630F1901914200;[87474007, 87474338, 87473207, 87473009, 87473108, 87471003, 87391003];['Brest', 'Morlaix', 'Guingamp', 'St-Brieuc', 'Lamballe', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008635F0800814222;[87391003, 87473009, 87474338, 87474007];['Paris-Montparnasse 1-2', 'St-Brieuc', 'Morlaix', 'Brest']
OCESN008641F1201214255;[87391003, 87471003, 87473108, 87473009, 87473207, 87473181, 87474338];['Paris-Montparnasse 1-2', 'Rennes', 'Lamballe', 'St-Brieuc', 'Guingamp', 'Plouaret-TrÃ©gor', 'Morlaix']
OCESN008641F2802814252;[87391003, 87471003, 87473108, 87473009, 87473207, 87473181, 87474338, 87474239, 87474007];['Paris-Montparnasse 1-2', 'Rennes', 'Lamballe', 'St-Brieuc', 'Guingamp', 'Plouaret-TrÃ©gor', 'Morlaix', 'Landerneau', 'Brest']
OCESN008644F0700714272;[87474007, 87473009, 87391003];['Brest', 'St-Brieuc', 'Paris-Montparnasse 1-2']
OCESN008645F0700714278;[87391003, 87473009, 87474007];['Paris-Montparnasse 1-2', 'St-Brieuc', 'Brest']
OCESN008657F0800814312;[87391003, 87473009, 87473207, 87474338, 87474239, 87474007];['Paris-Montparnasse 1-2', 'St-Brieuc', 'Guingamp', 'Morlaix', 'Landerneau', 'Brest']
OCESN008680F14014~TGD55349;[87473009, 87473108, 87471003, 87478404, 87391003];['St-Brieuc', 'Lamballe', 'Rennes', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008682F2102114318;[87473009, 87473108, 87471003, 87391003];['St-Brieuc', 'Lamballe', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008692F0300314325;[87473223, 87473207, 87473009, 87471003, 87391003];['Lannion', 'Guingamp', 'St-Brieuc', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008695F0800814331;[87391003, 87473009, 87473207, 87473223];['Paris-Montparnasse 1-2', 'St-Brieuc', 'Guingamp', 'Lannion']
OCESN008701F0700714337;[87391003, 87471003, 87476606, 87476002, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Vannes', 'Lorient', 'Quimper']
