,Unnamed: 0,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
3764,4020,The Bank House,"15-21 Clarence St, Cheltenham GL50 3JL, Royaume-Uni",51.900998200000004,-2.0754843000000003,0,0,1,Cheapest beer,2.1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Katie Owende Photography, 8a, Clarence Street, Sandford, Montpellier, Cheltenham, Gloucestershire, South West England, England, GL50 1LN, United Kingdom",8a,Clarence Street,Sandford,,,,Gloucestershire,England,United Kingdom,GL50 1LN,gb,Montpellier,,,,Cheltenham,South West England,Katie Owende Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,4021,The Be Bop Bar,"89 Rue Legendre, 75017 Paris, France",48.8879408,2.3205947,17,20,0,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89, Rue Legendre, Quartier des Batignolles, Paris, Île-de-France, France métropolitaine, 75017, France",89,Rue Legendre,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Batignolles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,4022,The Beehive,"15 Rue du Plan d'Agde, 34000 Montpellier, France",43.6078571,3.8759471,17,19,2,Cheapest beer,5.7,3.9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15, Rue du Plan d'Agde, Centre Historique, Centre, Montpellier, Hérault, Occitanie, France métropolitaine, 34062, France",15,,Centre Historique,,Montpellier,Montpellier,Hérault,Occitanie,France,34062,fr,Centre,,,,,,,Rue du Plan d'Agde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,4023,The Beehive,"2 High Bridge, Newcastle upon Tyne NE1 1EN, UK",54.9716605,-1.6125928,0,0,1,John Smiths Original Bitter,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retro, 2, High Bridge, Grainger Town, Newcastle upon Tyne, Tyne and Wear, North East England, England, NE1 1EN, United Kingdom",2,,,,Newcastle upon Tyne,,Tyne and Wear,England,United Kingdom,NE1 1EN,gb,Grainger Town,,,,,North East England,,High Bridge,,,,,,,,,,,,,,,,Retro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,4025,The Beers,"Strada Căderea Bastiliei 11, București, Roumanie",44.448164899999995,26.0963034,0,0,0,Cheapest beer,4.0,,50,Triple Karmeliet,4.5,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,"11, Strada Căderea Bastiliei, București, Dorobanți, Sector 1, București, Municipiul București, 010611, România",11,Strada Căderea Bastiliei,,Sector 1,București,,,Municipiul București,România,010611,ro,Dorobanți,,,București,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,4026,The Beers Bar,"3 Place Saint-Paul, 69005 Lyon-5E-Arrondissement, France",45.7655291,4.8276435,17,20,2,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belafonte, 3, Place Saint-Paul, Saint-Paul, Lyon 5e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69005, France",3,Place Saint-Paul,Saint-Paul,Lyon 5e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69005,fr,Lyon 5e Arrondissement,,,,,Circonscription départementale du Rhône,,,Belafonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,4027,The Bermondsey Yard Cafe,"40 Bermondsey St, London SE1 3XT, Royaume-Uni",51.502247499999996,-0.08260260000000001,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lost Rivers, 40, Bermondsey Street, Bermondsey Spa, Butler's Wharf, London Borough of Southwark, London, Greater London, England, SE1 3UD, United Kingdom",40,Bermondsey Street,Bermondsey Spa,,London Borough of Southwark,,,England,United Kingdom,SE1 3UD,gb,,,,,,Greater London,,,,Butler's Wharf,,,,Lost Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,4028,The Big Ben Pub,"207 Avenue Charles de Gaulle, 92200 Neuilly-sur-Seine, France",48.884742700000004,2.2594152999999997,17,19,0,Cheapest beer,7.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207, Avenue Charles de Gaulle, Neuilly-sur-Seine, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92200, France",207,Avenue Charles de Gaulle,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92200,fr,,,,,Neuilly-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,4029,The Bitter End,"Rue Saint-Pierre, 78100 Saint-Germain-en-Laye, France",48.8951374,2.0919764,16,1830,3,Cheapest beer,6.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Rue Saint-Pierre, Saint-Germain-en-Laye, Yvelines, Île-de-France, France métropolitaine, 78100, France",19,Rue Saint-Pierre,,Saint-Germain-en-Laye,,Saint-Germain-en-Laye,Yvelines,Île-de-France,France,78100,fr,,,,,Saint-Germain-en-Laye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,4030,The Black Bird,26 Rue de la Parcheminerie,48.8518261,2.3445494,17,20,0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26, Rue de la Parcheminerie, Îlot Saint-Séverin, Quartier de la Sorbonne, Paris, Île-de-France, France métropolitaine, 75005, France",26,,Îlot Saint-Séverin,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Quartier de la Sorbonne,,,,,,,Rue de la Parcheminerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,4031,The Black Lion,"4 Allées Paul Feuga, 31400 Toulouse, France",43.59233735,1.443895638506027,1730,19,1,Cheapest beer,5.0,4.0,50,Brooklyn East IPA,7.0,4.5,50.0,Carlsberg,6.0,4.5,50.0,Grimbergen Ambrée,7 ,4.5 ,50,Grimbergen Blonde,7 ,4.5 ,50,1664,6.5 ,6.5 ,33,,,,,,,,,"4, Allées Paul Feuga, Saint-Michel, Le Busca, Empalot, Saint-Agne, Toulouse Centre, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31400, France",4,Allées Paul Feuga,"Saint-Michel, Le Busca, Empalot, Saint-Agne",,Toulouse,Toulouse,Haute-Garonne,Occitanie,France,31400,fr,Toulouse Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,4032,The Black Lions,"1 Rue Amédée Para, 05000 Gap, France",44.5585042,6.0781351,16,19,2,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue Grenette, Saint-Mens, Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05000, France",,Rue Grenette,,Gap,,Gap,Hautes-Alpes,Provence-Alpes-Côte d'Azur,France,05000,fr,,,,,Gap,,,,,Saint-Mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,4033,The Black Sheep,"8 Quai de la Monnaie, 33800 Bordeaux, France",44.834322,-0.5634898,16,19,1,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8, Quai de la Monnaie, Le Parc de Richelieu, Bordeaux Sud, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33800, France",8,Quai de la Monnaie,Le Parc de Richelieu,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33800,fr,Bordeaux Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,4034,The Black Velvet Bar,"9 Rue du Chai des Farines, 33000 Bordeaux, France",44.8394523,-0.5693001,17,19,0,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9, Rue du Chai des Farines, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",9,Rue du Chai des Farines,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,4035,The Blarney Stone,"144 Cours Victor Hugo, 33000 Bordeaux, France",44.834801399999996,-0.573623,16,1930,2,Cheapest beer,5.1,4.0,50,Carlsberg,6.4,,50.0,Guinness,6.9,,50.0,,,,,,,,,,,,,,,,,,,,,"144, Cours Victor Hugo, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",144,Cours Victor Hugo,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,4036,The Blue Anchor,"13 Lower Mall, Hammersmith, London W6 9DJ, Royaume-Uni",51.489644899999995,-0.23131149999999998,0,0,1,Cheapest beer,4.9,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Rutland Arms, 15, Lower Mall, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9DJ, United Kingdom",15,,,,London Borough of Hammersmith and Fulham,,,England,United Kingdom,W6 9DJ,gb,Brook Green,,,,,Greater London,,,,,,,,The Rutland Arms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Mall,,,,,,,,,
3780,4037,The Botanist,"15 London Rd, Alderley Edge SK9 7JT, UK",53.3026731,-2.2361022999999998,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Botanist, 15, London Road, Alderley Edge, Cheshire East, North West England, England, SK9 7JT, United Kingdom",15,London Road,,,,,Cheshire East,England,United Kingdom,SK9 7JT,gb,Alderley Edge,,,,,North West England,,,,,Alderley Edge,,,The Botanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,4038,The Bottle Shop,"5 Rue Trousseau, 75011 Paris, France",48.8511831,2.3785314,16,19,0,Cheapest beer,5.2,4.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Bottle Shop, 5, Rue Trousseau, Quartier des Quinze-Vingts, Paris, Île-de-France, France métropolitaine, 75011, France",5,Rue Trousseau,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier des Quinze-Vingts,,,,,,,,The Bottle Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,4039,The Bowler,"13 Rue d'Artois, 75008 Paris-8E-Arrondissement, France",48.8729931,2.3075478,16,19,7,Cheapest beer,6.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13, Rue d'Artois, Quartier du Faubourg-du-Roule, Paris, Île-de-France, France métropolitaine, 75008, France",13,Rue d'Artois,,,Paris,Paris,Paris,Île-de-France,France,75008,fr,Quartier du Faubourg-du-Roule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,4040,The Brass Pig,"Triangle W, Bristol BS8, UK",51.4569568,-2.6079369999999997,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Triangle West, Cliftonwood, Tyndall's Park, Bristol, City of Bristol, South West England, England, BS8, United Kingdom",,Triangle West,Cliftonwood,,Bristol,,City of Bristol,England,United Kingdom,BS8,gb,Tyndall's Park,,,,,South West England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,4042,The Brooklyn,"58 Rue Quincampoix, 75004 Paris, France",48.8613787,2.3507016,17,20,0,Kout 10,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58, Rue Quincampoix, Beaubourg, Quartier Saint-Merri, Paris, Île-de-France, France métropolitaine, 75003, France",58,,Beaubourg,,Paris,Paris,Paris,Île-de-France,France,75003,fr,Quartier Saint-Merri,,,,,,,Rue Quincampoix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,4043,The Bubble Pub,"170 Prom. du Verger, 92130 Issy-les-Moulineaux, France",48.8180491,2.2671985,0,0,0,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Promenade du Verger, Quartier Les Hauts d'Issy / Les Epinettes / Le Fort, Issy-les-Moulineaux, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92130, France",,Promenade du Verger,,,,Boulogne-Billancourt,Hauts-de-Seine,Île-de-France,France,92130,fr,Quartier Les Hauts d'Issy / Les Epinettes / Le Fort,,,,Issy-les-Moulineaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,4044,The Bulldog Hotel,"Oudezijds Voorburgwal 220, 1012 GJ Amsterdam, Netherlands",52.372549,4.8962283,0,0,2,Cheapest beer,4.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Bulldog, 220, Oudezijds Voorburgwal, Burgwallen-Oude Zijde, Amsterdam, Noord-Holland, Nederland, 1012 GJ, Nederland",220,Oudezijds Voorburgwal,,,Amsterdam,,,Noord-Holland,Nederland,1012 GJ,nl,Amsterdam,,,Burgwallen-Oude Zijde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bulldog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,4045,The Cambridge Arms,"27 Rue Rode, 33000 Bordeaux, France",44.8528008,-0.5728565999999999,16,18,0,Cheapest beer,5.7,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge Pub, 27, Rue Rode, Chartrons - Grand Parc - Jardin Public, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",27,Rue Rode,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Chartrons - Grand Parc - Jardin Public,,,,,,,,,,,,,Cambridge Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,4046,The Canadian Embassy,"71 Boulevard Gouvion-Saint-Cyr, 75017 Paris, France",48.8802602,2.2852551,0,0,0,Cheapest beer,8.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Joyce, 71, Boulevard Gouvion-Saint-Cyr, Quartier des Ternes, Paris, Île-de-France, France métropolitaine, 75017, France",71,Boulevard Gouvion-Saint-Cyr,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Ternes,,,,,,,,,,,,,James Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,4047,The Celt,"5 Rue Antoine Armagnac, 11000 Carcassonne, France",43.213691499999996,2.3511458999999997,0,0,0,Cheapest beer,6.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Celt, 5, Rue Antoine Armagnac, La Bastide Saint-Louis, La Reille, Carcassonne, Aude, Occitanie, France métropolitaine, 11000, France",5,Rue Antoine Armagnac,La Bastide Saint-Louis,,,Carcassonne,Aude,Occitanie,France,11000,fr,,,,,Carcassonne,,,,The Celt,La Reille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,4048,The Coach and Four,"Wilmslow SK9, UK",53.32672695,-2.2267853281769905,0,0,0,Cheapest beer,2.56,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SK9 86, Station Road, Wilmslow, Cheshire East, North West England, England, SK9, United Kingdom",,Station Road,,,,,Cheshire East,England,United Kingdom,SK9,gb,Wilmslow,,,,Wilmslow,North West England,,,,,,,,,,,,,,,,,,,,,,,,,,,SK9 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,4049,The Connemara,"18 Cours d'Albret, 33000 Bordeaux, France",44.838323200000005,-0.581436,16,19,2,Cheapest beer,4.9,4.5,50,Guinness,7.0,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"18, Cours d'Albret, Saint-Augustin - Tauzin - Alphonse Dupeux, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",18,Cours d'Albret,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Saint-Augustin - Tauzin - Alphonse Dupeux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,4050,The Cricketer,"41 Rue des Mathurins, 75008 Paris, France",48.8732835,2.3241297999999997,16,1830,5,London Lager,6.0,5.0,50,Brexit Blonde,7.5,6.0,50.0,GhostShip Ale,7.5,6.0,50.0,Innovation IPA,7.5 ,6 ,50,Delen Blanche,7.5 ,6 ,50,Delen Triple,8 ,6.5 ,50,Kilkenny Red,8 ,6.5 ,50,Guinness,8 ,6.5 ,50,"41, Rue des Mathurins, Quartier de la Madeleine, Paris, Île-de-France, France métropolitaine, 75008, France",41,Rue des Mathurins,,,Paris,Paris,Paris,Île-de-France,France,75008,fr,Quartier de la Madeleine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,4051,The Cross Of Saint Georges,"35 Rue Saint-Georges, 75009 Paris, France",48.876998,2.3370863999999996,0,0,1,Cheapest beer,,5.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35, Rue Saint-Georges, Nouvelle Athènes, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",35,Rue Saint-Georges,Nouvelle Athènes,,Paris,Paris,Paris,Île-de-France,France,75009,fr,Paris 9e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,4052,The Darley,"138 High St, Worsbrough, Barnsley S70 4SD, UK",53.5327639,-1.4589882,0,0,0,Cheapest beer,2.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worsbrough Dale Crown Green Bowls Club, High Street, Ward Green, Worsbrough, Barnsley, Yorkshire and the Humber, England, S70 4SE, United Kingdom",,High Street,Ward Green,,,,,England,United Kingdom,S70 4SE,gb,Worsbrough,,,,Barnsley,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worsbrough Dale Crown Green Bowls Club,,,,,,,
3795,4053,The Dispensary,"1 Rue Marthe Varsi, 31300 Toulouse, France",43.5992127,1.4291145,18,19,0,Heineken,2.9,,25,Edelweiss Blanche,3.5,,25.0,Murphy's Stout,3.7,,25.0,Murphy's Red,3.6 ,,25,,,,,,,,,,,,,,,,,"1, Rue Marthe Varsi, Saint-Cyprien, Toulouse Rive Gauche, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31300, France",1,Rue Marthe Varsi,Saint-Cyprien,,Toulouse,Toulouse,Haute-Garonne,Occitanie,France,31300,fr,Toulouse Rive Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,4054,The Dog And Duck,"5 Quai Louis XVIII, 33000 Bordeaux, France",44.843782399999995,-0.5707633000000001,15,18,0,Cheapest beer,5.5,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Dog And Duck, 5, Quai Louis XVIII, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",5,Quai Louis XVIII,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,The Dog And Duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,4055,The Dog House,"18-24 Clerk St, Edinburgh EH8 9HX, Royaume-Uni",55.942920400000006,-3.1829693,0,0,0,Caledonian 80,3.3,,50,Foster's,3.5,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"1, Clerk Street, St Leonards, Southside, Edinburgh, City of Edinburgh, Scotland, EH8 9JH, United Kingdom",1,Clerk Street,St Leonards,,Edinburgh,,City of Edinburgh,Scotland,United Kingdom,EH8 9JH,gb,Southside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,4057,The Drink Doctor,"9 Rue St Denis, 75001 Paris, France",48.8592266,2.347646,16,19,1,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9, Rue Saint-Denis, Quartier des Halles, Quartier Les Halles, Paris, Île-de-France, France métropolitaine, 75001, France",9,,Quartier des Halles,,Paris,Paris,Paris,Île-de-France,France,75001,fr,Quartier Les Halles,,,,,,,Rue Saint-Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,4059,The Dublin's,"18 Rue Saint-Georges, 49100 Angers, France",47.4724968,-0.5511050000000001,0,0,1,Cheapest beer,4.8,,50,Guinness ,6.0,,50.0,Faro Lindemans,6.0,,50.0,,,,,,,,,,,,,,,,,,,,,"Le Dublin's, 18, Rue Saint-Georges, Centre Ville - La Fayette - Eblé, Le Port de l'Île, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49051, France",18,,Centre Ville - La Fayette - Eblé,,Angers,Angers,Maine-et-Loire,Pays de la Loire,France,49051,fr,Le Port de l'Île,,,,,,,Rue Saint-Georges,,,,,,Le Dublin's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,4060,The Dubliner,"Sedlárska 6, 811 01 Staré Mesto, Slovaquie",48.14346355,17.107076964697303,0,0,1,Cheapest beer,3.8,,50,Guinness,4.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"362/6, Sedlárska, Vnútorné mesto, Historické jadro, Bratislava - mestská časť Staré Mesto, okres Bratislava I, Bratislava, Bratislavský kraj, 811 01, Slovensko",362/6,,Vnútorné mesto,Bratislava - mestská časť Staré Mesto,okres Bratislava I,,Bratislava,Bratislavský kraj,Slovensko,811 01,sk,Historické jadro,,,,,,,Sedlárska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,4061,The Dubliners,"7 Rue du Vieux Marché aux Poissons, 67000 Strasbourg, France",48.5801313,7.7497666,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grande Île, Rue des Moulins, La Petite France, Krutenau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67001, France",,,La Petite France,,Strasbourg,Strasbourg,Bas-Rhin,Grand Est,France,67001,fr,Krutenau,,,,,,,Rue des Moulins,,,,,Grande Île,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
