name;address;HH_start;HH_end;confidence_index;beers
Le Ruben;18 Rue Vauquelin, 14000 Caen, France;0;0;0;{'San Miguel': {'nHHprice': '7 €', 'volume': '50'}, 'Moritz': {'nHHprice': '7 €', 'volume': '50'}}
Le Rugby Bar;2 Rue Roquépine, 75008 Paris, France;16;20;6;{'Saint Omer': {'HHprice': '5 €', 'nHHprice': '6.4 €', 'volume': '50'}, 'Heineken': {'HHprice': '6 €', 'nHHprice': '7 €', 'volume': '50'}, 'Desperados': {'HHprice': '5 €', 'nHHprice': '5.8 €', 'volume': '33'}}
Le Réfectoire;44 Rue Louise Michel, 92300 Levallois-Perret, France;16;1830;0;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '7.5 €', 'volume': '50'}}
Le Régalia;1 Rue de la Convention, 75015 Paris, France;16;19;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '8 €', 'volume': '50'}}
Le Régent;70 Rue la Fayette, 75009 Paris, France;15;23;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '5 €', 'volume': '50'}, 'Kronenbourg': {'nHHprice': '5 €', 'volume': '50'}}
Le Rétro;Rue Collange, 92300 Levallois-Perret, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Le Rétroviseur;16 Rue des Bondés, 80000 Amiens, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Le Réveil;29 Boulevard Henri IV, 75004 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}}
Le Réveil Matin;Avenue des Gobelins, Paris, France;16;22;2;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}}
Le ranch;46 Rue Georges Clemenceau, 10000 Troyes, France;0;0;0;{'Carlsberg': {'nHHprice': '5.2 €', 'volume': '50'}, 'Guinness hophouse': {'nHHprice': '7.5 €', 'volume': '50'}}
R By Royal;20 Rue Royale, 59800 Lille, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
R4ndom;5 Place Louis Barthou, 33800 Bordeaux, France;0;0;1;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Radio City;8 Place Jasmin, 47000 Agen, France;1730;20;0;{'Cheapest beer': {'HHprice': '3 €', 'nHHprice': '6 €', 'volume': '50'}}
Radisson Blu;19 Avenue Edouard Vaillant, 92100 Boulogne-Billancourt, France;0;0;0;{'Carlsberg': {'nHHprice': '10 €', 'volume': '50'}}
Radocha;Świętego Sebastiana 6, 33-332 Kraków, Pologne;0;0;0;{'Cheapest beer': {'nHHprice': '2 €', 'volume': '50'}}
Rainettes;5 Rue Caron, 75004 Paris, France;17;20;2;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}}
Raymond Bar;13 Rue Dussoubs, 75002 Paris, France;1730;20;0;{'Pelforth': {'HHprice': '4.8 €', 'nHHprice': '6.8 €', 'volume': '50'}}
Razorback;8 Rue Masséna, 59800 Lille, France;0;0;0;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
ReVOLt;Koletti 25-27, Athina 106 77, Grèce;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Real Coffee Shop;30 Place du Châtelet, 45000 Orléans, France;0;0;0;{'Carlsberg': {'nHHprice': '6.5 €', 'volume': '50'}, 'Leffe Blonde': {'nHHprice': '7 €', 'volume': '50'}, 'Chimay Bleue': {'nHHprice': '5.5 €', 'volume': '33'}}
Rebel;10 Rue des Lombards, 75004 Paris, France;16;20;1;{'Cheapest beer': {'HHprice': '5.5 €', 'nHHprice': '6 €', 'volume': '50'}}
Red Corner;8 Rue Maurice Barres, 54000 Nancy, France;1730;2030;2;{'Cheapest beer': {'HHprice': '2.7 €', 'nHHprice': '4.9 €', 'volume': '50'}}
Red Factory;25 Rue de Lappe, 75011 Paris, France;16;21;5;{'Cheapest beer': {'HHprice': '3.9 €', 'nHHprice': '6 €', 'volume': '50'}}
Red House;2 Petite Rue de Monplaisir, 69008 Lyon, France;15;19;2;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5 €', 'volume': '50'}, 'Kronenbourg Tigre Bock': {'HHprice': '4.5 €', 'nHHprice': '5.5 €', 'volume': '50'}, 'Mont Blanc - La Verte': {'HHprice': '6 €', 'nHHprice': '6 €', 'volume': '33'}, 'Grimbergen Ambrée': {'HHprice': '5.5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '5.5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Pietra': {'HHprice': '6 €', 'nHHprice': '6 €', 'volume': '33'}, 'La Chouffe': {'HHprice': '6 €', 'nHHprice': '6 €', 'volume': '33'}, 'others': 'TBD'}
Red Lion;6 Place Notre Dame du Mont, 13006 Marseille, France;1630;20;2;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5.5 €', 'volume': '50'}}
Red Lion;252 Avenue Antide Boyer, 13400 Aubagne, France;17;19;2;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Red Sea;5200 Claremont Ave, Oakland, CA 94618, USA;0;0;4;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Red Sky;9 Place Pie, 84000 Avignon, France;16;19;0;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '4.5 €', 'volume': '50'}}
Reflets De Scène;22 Rue de Beaujolais, 75001 Paris, France;0;0;1;{'Cheapest beer': {'HHprice': '6 €', 'volume': '50'}}
Regina;Fürther Str. 64, 90429 Nürnberg, Allemagne;0;0;1;{'Hell': {'nHHprice': '3.3 €', 'volume': '50'}, 'Gutmann Weizen': {'nHHprice': '3.3 €', 'volume': '50'}}
Relax Bar;20 Place Charles de Gaulle, 86000 Poitiers, France;17;18;1;{'Cheapest beer': {'HHprice': '3.6 €', 'nHHprice': '4.6 €', 'volume': '50'}}
Renaud;491 Avenue du Général de Gaulle, 64210 Guéthary, France;0;0;2;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Republica De Cuba;10 Rue de Lappe, 75011 Paris, Prancūzija;16;21;0;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Requin Marteau;50 Rue de la Paix, 50100 Cherbourg-en-Cotentin, France;0;0;1;{'Cheapest beer': {'nHHprice': '9 €', 'volume': '50'}}
Restaurant L’assemblée;9 Rue de Bourgogne, 75007 Paris, France;0;0;1;{'Cheapest beer': {'nHHprice': '8.5 €', 'volume': '50'}}
Restaurant Ostende;Bolevec, 323 00 Plzeň 1, Tschechien;0;0;0;{'Cheapest beer': {'nHHprice': '2 €', 'volume': '50'}}
Restaurant Rosmarino;174 Bis Boulevard Voltaire, 75011 Paris, France;0;0;3;{'Cheapest beer': {'nHHprice': '3.2 €', 'volume': '50'}}
Restaurante O Cadete;R. dos Correeiros, 1100 Lisboa, Portugal;0;0;0;{'Cheapest beer': {'nHHprice': '4.5 €', 'volume': '50'}}
Reste Au Bar;20 Rue de Gand, 59800 Lille, France;17;20;0;{'Mort Subite Blanche': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Judas': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Affligem': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Heineken': {'HHprice': '5 €', 'nHHprice': '5 €', 'volume': '50'}}
Rev’bar;Boulevard Diderot, 75012 Paris, France;15;17;1;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Jupiler': {'volume': '50'}}
Rhinoceros Bar;35 Rue de Lourmel, 75015 Paris, France;15;20;1;{'Blonde Klausterbrau': {'HHprice': '4.2 €', 'nHHprice': '6 €', 'volume': '50'}, 'Crazy IPA': {'HHprice': '6.7 €', 'nHHprice': '8.3 €', 'volume': '50'}, 'Cuvée des Trolls': {'HHprice': '6.7 €', 'nHHprice': '8.3 €', 'volume': '50'}, 'Kasteel Rouge': {'HHprice': '6.7 €', 'nHHprice': '8.3 €', 'volume': '50'}}
Rhum & Bass;14 Place de la Mazelière, 05200 Embrun, France;0;0;1;{'Cheapest beer': {'nHHprice': '4.5 €', 'volume': '50'}, 'Stella Artois': {'nHHprice': '2.4 €', 'volume': '25'}, 'Leffe Blonde': {'nHHprice': '3.3 €', 'volume': '25'}, 'Cuvée des Trolls': {'nHHprice': '3.9 €', 'volume': '25'}, 'Triple Karmeliet': {'nHHprice': '3.9 €', 'volume': '25'}}
Rihour's;29 Place Rihour, 59800 Lille, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Riqudel Bruno;14 Boulevard René Laennec, 35000 Rennes, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Ristorante;Piazza Navona, 94, 00186 Roma RM, Italie;0;0;0;{'Cheapest beer': {'nHHprice': '7 €', 'volume': '50'}}
Ristorante Rosso Rubino;Piazza Lavagna, 6, 16123 Genova GE, Italie;0;0;0;{'Koster': {'nHHprice': '5 €', 'volume': '50'}}
Rive Droite Café;6 Place du 11 Novembre 1918, 92300 Levallois-Perret, France;16;18;1;{'Grimbergen Blonde': {'HHprice': '6 €', 'nHHprice': '9 €', 'volume': '50'}, 'La Chouffe': {'HHprice': '6 €', 'nHHprice': '9 €', 'volume': '50'}, 'Grimbergen Blanche': {'HHprice': '6 €', 'nHHprice': '9 €', 'volume': '50'}}
Rive Gauche Café;59 Rue de la Cité, 10000 Troyes, France;16;2030;1;{'Cheapest beer': {'HHprice': '3.8 €', 'nHHprice': '4.8 €', 'volume': '50'}}
River Bar;40 Rue Descartes, 75005 Paris, France;15;2030;9;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '5 €', 'volume': '50'}}
Rivolux;16 Rue de Rivoli, 75004 Paris, France;15;23;7;"{'Pilsener': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}, 'La Chouffe': {'HHprice': '6 €', 'nHHprice': '8 €', 'volume': '50'}, 'Triple Karmeliet': {'HHprice': '6 €', 'nHHprice': '8 €', 'volume': '50'}, ""L'Alsacienne sans Culotte"": {'HHprice': '6 €', 'nHHprice': '7 €', 'volume': '50'}, 'IPA ': {'HHprice': '6 €', 'nHHprice': '7 €', 'volume': '50'}, 'Blanche ': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}, 'Barbar blond': {'HHprice': '6 €', 'nHHprice': '8 €', 'volume': '50'}}"
Rizmajer;Budapest, József krt. 14, 1085 Hongrie;0;0;0;{'Cheapest beer': {'nHHprice': '1.4 €', 'volume': '50'}}
Road House;3 Quai Turenne, 44000 Nantes, France;17;19;1;{'Saint Omer': {'HHprice': '3 €', 'nHHprice': '4 €', 'volume': '50'}}
Roadhouse;Pilatusstrasse 1, 6003 Luzern, Schweiz;0;0;0;{'Cheapest beer': {'nHHprice': '8 €', 'volume': '50'}}
Roazhon;9 Rue Saint-Malo, 35000 Rennes, France;0;0;1;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
Rock Circus;152 Rue Jean Jaurès, 29200 Brest, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Rock Cirkus;152 Rue Jean Jaurès, 29200 Brest, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Rock Classic Bar;Rue du Marché au Charbon 55, 1000 Bruxelles, Belgium;0;0;2;{'Cheapest beer': {'nHHprice': '4.2 €', 'volume': '50'}}
Rock Friend;Śliska 3, 00-127 Warszawa, Pologne;0;0;0;{'Cheapest beer': {'nHHprice': '2 €', 'volume': '50'}, 'tyskie': {'nHHprice': '2 €', 'volume': '33'}}
Rock Solid;30 Rue de la Poste, 2346 Luxembourg;18;20;2;{'Diekirch': {'HHprice': '2.7 €', 'nHHprice': '5.4 €', 'volume': '50'}}
Rock Time;Estr. de Santa Eulália, 8200 Albufeira, Portugal;12;21;1;{'Cheapest beer': {'HHprice': '2 €', 'nHHprice': '4 €', 'volume': '50'}}
Rockstar Café Bar;33 Rue Saint-André, 59800 Lille, France;17;21;2;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}}
Rocktail;5 Quai de Strasbourg, 25000 Besançon, France;0;0;0;{'Meteor': {'nHHprice': '5.2 €', 'volume': '50'}}
Rockwood;4 Quai Louis XVIII, 33000 Bordeaux, France;15;1830;0;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5.5 €', 'volume': '50'}}
Rollin's Pub;18 Rue Rollin, 75005 Paris, France;0;0;6;{'alex blonde': {'nHHprice': '4 €', 'volume': '50'}, 'Cuvée des Trolls': {'nHHprice': '7 €', 'volume': '50'}, 'bud': {'nHHprice': '5 €', 'volume': '50'}, 'blanche': {'nHHprice': '5 €', 'volume': '50'}, 'Leffe Blonde': {'nHHprice': '6 €', 'volume': '50'}, 'Leffe Ruby': {'nHHprice': '6 €', 'volume': '50'}, 'camden pale ale': {'nHHprice': '7 €', 'volume': '50'}}
Rombusz Terasz;Budapest, Ráday u. 10-12, 1092 Hungary;0;0;0;{'Cheapest beer': {'nHHprice': '2.08 €', 'volume': '50'}}
Roots;Rue de la Brague, 06560 Valbonne, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Rosa Bonheur A L'ouest;20 Quai du Dr Dervaux, 92600 Asnières-sur-Seine, France;0;0;1;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Rosa Bonheur Sur Seine;37 Quai d'Orsay, 75007 Paris, France;0;0;6;{'Cheapest beer': {'nHHprice': '7.5 €', 'volume': '50'}}
Rose Bonbon;104 Rue du Commerce, 37000 Tours, France;17;20;3;{'Cheapest beer': {'HHprice': '3 €', 'nHHprice': '4 €', 'volume': '50'}}
Rotondes;4 Rue de la Rotonde, 2448 Luxembourg;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Rotterdam;79 Rue Léon Frot, 75011 Paris, France;15;23;4;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '3.5 €', 'volume': '50'}, 'Goudale': {'HHprice': '5 €', 'nHHprice': '5 €', 'volume': '50'}, 'Belzebuth 13°': {'HHprice': '5 €', 'nHHprice': '5 €', 'volume': '50'}}
Roy'S;73 Rue Blanche, 75009 Paris, France;16;20;6;{'Isenbeck': {'HHprice': '4.5 €', 'nHHprice': '5.5 €', 'volume': '50'}, 'Warsteiner': {'HHprice': '5.5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Royal Bar;143 Rue St Denis, 75002 Paris, France;16;2230;6;{'Stella Artois': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}, 'Tripel karmeliet': {'HHprice': '7 €', 'nHHprice': '9 €', 'volume': '50'}, 'Leffe Blonde': {'HHprice': '6 €', 'nHHprice': '8 €', 'volume': '50'}, 'Hoegaarden Wit-Blanche': {'HHprice': '6 €', 'nHHprice': '7 €', 'volume': '50'}, 'Budweiser': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}}
Royal Beaubourg;105 Rue Beaubourg, 75003 Paris, France;16;23;5;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '5.5 €', 'volume': '50'}, 'Kronenbourg': {'HHprice': '5 €', 'nHHprice': '7.5 €', 'volume': '50'}, '1664': {'HHprice': '5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '5 €', 'nHHprice': '9 €', 'volume': '50'}, 'Grimbergen Blanche': {'HHprice': '5 €', 'nHHprice': '9 €', 'volume': '50'}, 'Carlsberg': {'nHHprice': '6 €', 'volume': '25'}, 'Pelforth Brune': {'nHHprice': '6 €', 'volume': '33'}, 'others': 'TBD'}
Royal Bergere;24 Rue Bergère, 75009 Paris, France;15;21;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}}
Royal Cambronne;2 Place Cambronne, 75015 Paris-15E-Arrondissement, France;1430;1830;5;{'Cheapest beer': {'HHprice': '4.9 €', 'nHHprice': '8 €', 'volume': '50'}, 'Stella Artois': {'HHprice': '4.9 €', 'volume': '50'}}
Royal Custine;36 Rue Custine, 75018 Paris, France;0;0;6;{'Stella Artois': {'nHHprice': '3.5 €', 'volume': '50'}, 'Vedett Extra IPA': {'nHHprice': '6 €', 'volume': '50'}, '1664': {'nHHprice': '4.7 €', 'volume': '50'}}
Royal Jussieu;1 Rue des Écoles, 75005 Paris, France;17;1930;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '8.2 €', 'volume': '50'}, 'Mutzig Old Lager': {'HHprice': '4.5 €', 'volume': '45'}}
Royal Opéra;19 Avenue de l'Opéra, 75001 Paris, France;16;20;4;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '9.2 €', 'volume': '50'}}
Royal Saint Jacques;263 Rue Saint-Jacques, 75005 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '5 €', 'volume': '50'}}
Royal VI Nation;7 Place de la Nation, 75011 Paris, France;0;0;5;{'Kronenbourg': {'HHprice': '4.5 €', 'nHHprice': '5.5 €', 'volume': '50'}, 'Grimbergen Blanche': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, '1664': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, 'Carlsberg': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, 'Bière du mois': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, 'Skoll': {'HHprice': '4 €', 'nHHprice': '4 €', 'volume': '33'}, 'others': 'TBD'}
Rupp's;Arbeitergasse 46, 1050 Wien, Autriche;0;0;0;{'Cheapest beer': {'nHHprice': '3.6 €', 'volume': '50'}}
Rush Bar;32 Rue Saint-Sébastien, 75011 Paris, France;15;19;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}, 'petrol': {'HHprice': '6 €', 'volume': '50'}}
Réservoir Biere;12 Boulevard de Verdun, 02100 Saint-Quentin, France;0;0;0;{'Cheapest beer': {'nHHprice': '2.5 €', 'volume': '50'}}
Rêv;54ter Rue Robespierre, 93100 Montreuil, France;0;0;1;{'blonde ': {'nHHprice': '5 €', 'volume': '50'}, 'blanche ': {'nHHprice': '6 €', 'volume': '50'}, 'ipa ': {'nHHprice': '6.5 €', 'volume': '50'}, 'picon biere': {'nHHprice': '6 €', 'volume': '50'}}
Bar Saint Michel;14 Rue Saint-Michel, 35000 Rennes, France;14;20;5;{'Cheapest beer': {'HHprice': '3 €', 'nHHprice': '4 €', 'volume': '50'}}
Bar San Pere;Carrer de Sant Pere Més Alt, 28, 08003 Barcelona, Espagne;0;0;0;{'Cheapest beer': {'nHHprice': '3.3 €', 'volume': '50'}}
Bar Sol Restaurante;Carrer de Nàpols, 4, 08018 Barcelona, Espagne;0;0;1;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Café Salé;3 Avenue Pasteur, 93100 Montreuil, France;15;19;4;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '4.5 €', 'volume': '50'}}
Café Six;19 Rue des Canettes, 75006 Paris-6E-Arrondissement, France;16;20;2;{'Cheapest beer': {'HHprice': '5.5 €', 'nHHprice': '7.5 €', 'volume': '50'}}
Café Sur Cour;9 Place Louis Daubenton, 44100 Nantes, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
LA SOURCE DORÉE « Le Bar A Tim »;17 Rue Jeannot Lamboley, 70310 Faucogney-et-la-Mer, France;0;0;2;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}, 'Rothaus Pils': {'nHHprice': '2.8 €', 'volume': '33'}}
La Sardine;32 Rue Sainte-Marthe, 75010 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '5.5 €', 'volume': '50'}}
La Sarrette;1 Rue Alphonse Daudet, 75014 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.3 €', 'volume': '50'}}
La Scierie;3 Allée de l'Île Gloriette, 44000 Nantes, France;0;0;4;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
La Scène Bourgogne;177 Rue de Bourgogne, 45000 Orléans, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
La Seine;32 Boulevard de la Bastille, 75012 Paris, France;16;20;1;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '6.5 €', 'volume': '50'}}
La Sidreria;25 Rue Moret, 75011 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '4.9 €', 'volume': '50'}}
La Solidarité;5 Rue du Travail, 67000 Strasbourg, France;16;19;0;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '5.5 €', 'volume': '50'}}
La Source;39 Rue Alain Chartier, 75015 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.2 €', 'volume': '50'}, '1664': {'nHHprice': '10 €', 'volume': '50'}, 'Grimbergen Blanche': {'nHHprice': '11.5 €', 'volume': '50'}}
La Souris Verte;190 Rue Marcadet, 75018 Paris, France;16;20;4;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5 €', 'volume': '50'}}
La Station Services;27 Boulevard Rouget de Lisle, 93100 Montreuil, Francia;16;20;0;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '4.5 €', 'volume': '50'}, 'La Chouffe': {'HHprice': '6 €', 'volume': '50'}}
La Surferie;71 Rue Jean-Pierre Timbaud, 75011 Paris, France;0;0;1;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Le Sacre;15 Rue Cauchoise, 76000 Rouen, France;17;19;2;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '5.1 €', 'volume': '50'}, 'Vedett Extra IPA': {'HHprice': '6 €', 'nHHprice': '6.9 €', 'volume': '50'}, 'Affligem': {'HHprice': '6 €', 'nHHprice': '6.9 €', 'volume': '50'}}
Le Sadi 2;14 Rue de Saint-Enogat, 35800 Dinard, France;0;0;1;{'Cheapest beer': {'nHHprice': '5.8 €', 'volume': '50'}}
Le Saint;76 Avenue de la République, 75011 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '4 €', 'volume': '50'}}
Le Saint Charles;20 Rue Vasselot, 35000 Rennes, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.4 €', 'volume': '50'}}
Le Saint Claire;Rue de Satory, 78000 Versailles, France;0;0;1;{'Pelforth': {'nHHprice': '4 €', 'volume': '50'}}
Le Saint Claire;2 Rue de Satory, 78000 Versailles, France;0;0;2;{'Pelforth': {'nHHprice': '6 €', 'volume': '50'}, 'La Chouffe': {'nHHprice': '8 €', 'volume': '50'}}
Le Saint Denis;21 Rue du Faubourg Saint-Denis, 75010 Paris, France;0;0;2;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}}
Le Saint Hubert;14 Rue Magenta, 60200 Compiègne, France;1630;1930;0;{'Cheapest beer': {'HHprice': '2.5 €', 'nHHprice': '4 €', 'volume': '50'}, 'Cuvée des Trolls': {'HHprice': '5 €', 'volume': '50'}, 'Lagunitas IPA': {'HHprice': '5 €', 'volume': '50'}, 'Triple Karmeliet': {'HHprice': '5 €', 'volume': '50'}}
Le Saint Malo;18 Place Charles de Gaulle, 78100 Saint-Germain-en-Laye, France;16;20;0;{'Cheapest beer': {'HHprice': '5.5 €', 'nHHprice': '7.9 €', 'volume': '50'}}
Le Saint Philippe;30 Boulevard Jean Jaurès;0;0;1;{'Cheapest beer': {'nHHprice': '4.4 €', 'volume': '50'}}
Le Saint Sauveur;11 Rue des Panoyaux, 75020 Paris, France;0;0;1;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Le Saint Sulpice;1680 Rue Saint-Denis, Montréal, QC H2X 3K6, Canada;2030;24;1;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '7 €', 'volume': '50'}}
Le Saint-Gervais;96 Rue Vieille du Temple, 75003 Paris, France;0;0;0;{'Pelforth': {'nHHprice': '6.5 €', 'volume': '50'}}
Le Saint-Houblon;1567 Rue Saint-Denis, Montréal, QC H2X 3K3, Canada;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Le Saint-Patrick;1 Rue de Bourgogne, 45000 Orléans, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Le Sainte Marthe;32 Rue Sainte-Marthe, 75010 Paris, France;0;0;2;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Le Sainte-Elisabeth;1412 Rue Sainte Élisabeth, Montréal, QC H2X 3C6, Canada;21;23;0;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}}
Le Salon;149 Rue Montmartre, 75002 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}, 'Delirium Tremens': {'nHHprice': '7 €', 'volume': '50'}}
Le Sancerre;10 Rue Jouffroy d'Abbans, 75017 Paris, France;15;20;0;{'Cheapest beer': {'HHprice': '3.9 €', 'nHHprice': '7 €', 'volume': '50'}}
Le Sans Chichi;37 Rue de Maubeuge, 75009 Paris, France;15;19;2;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '5.5 €', 'volume': '50'}}
Le Sans Gêne;112 Rue Legendre, 75017 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '7 €', 'volume': '50'}}
Le Sansas;4 Avenue des Phocéens, 06300 Nice, France;0;0;2;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Le Sansboeuf;2 Rue Joseph Sansboeuf, 75008 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '5.5 €', 'nHHprice': '6 €', 'volume': '50'}}
Le Satellite;4 Rue Tourneux, 75012 Paris, France;0;0;2;{'Stella Artois': {'nHHprice': '3 €', 'volume': '50'}, 'La Chouffe': {'nHHprice': '7 €', 'volume': '50'}, 'Affligem': {'nHHprice': '6 €', 'volume': '50'}, 'Superbock': {'nHHprice': '2.5 €', 'volume': '33'}}
Le Sauret;54 Rue de Lévis, 75017 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '9.6 €', 'volume': '50'}}
Le Saut de la Puce;16 Rue de la Cordonnerie, 22100 Dinan, France;0;0;1;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Le Sauveur;76 Rue Baudin, 92300 Levallois-Perret, France;17;2130;1;{'Stella Artois': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'La Chouffe': {'HHprice': '8 €', 'nHHprice': '9 €', 'volume': '50'}, 'Loburg': {'HHprice': '6 €', 'nHHprice': '7.6 €', 'volume': '50'}, 'Corona': {'nHHprice': '6 €', 'volume': '33'}, 'Desperados': {'nHHprice': '6 €', 'volume': '33'}, 'Mort Subite Blanche': {'nHHprice': '6 €', 'volume': '33'}, 'Maredsous Blonde': {'HHprice': '7.5 €', 'nHHprice': '8.5 €', 'volume': '50'}}
Le Saxo;10 Rue des Frères, 67000 Strasbourg, France;16;20;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '5 €', 'volume': '50'}}
Le Scoop;117 Rue des Dames, 75017 Paris, France;0;0;2;{'Stella Artois': {'nHHprice': '6.3 €', 'volume': '50'}, 'Leffe Blonde': {'nHHprice': '7.8 €', 'volume': '50'}, 'Camden': {'nHHprice': '8.3 €', 'volume': '50'}}
